t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,mu_0,nu_0,tau_0,mu_1,nu_1,tau_1,mu_2,nu_2,tau_2,mu_3,nu_3,tau_3,mu_4,nu_4,tau_4
0.526293,-4.910052160529387,4.179325013483668,1.2822662358629588,0.9798547280779583,0.186237104881735,0.07002278066889599,0.017240094493088477,0.5271399489485024,-1.6722006632118243,0.39447292568928555,-0.13847502224567143,0.0674643461749032,0.05999085157841333,1.7094991850788221,-4.222414799003624,1.0407817782242708,-0.011492461936607691,-0.006112281642668855,2.0011698593394836e-06,2.939970925471316,2.9399997785802023,2.9399988642328565,2.9399699430841952,0.9982421517039545,0.00018697841243994962,0.020928354855029523,0.9995142308717246,4.8760712614954805e-05,0.022685135196000804,0.9996372288360884,3.747021848164897e-05,0.01999967418353659,0.9997613445420013,2.6292918389956804e-05,0.01999880068575315,0.9999081695732899,1.1853022710242717e-05,0.01999859681838226
0.578922,-4.879950940848864,4.085451463780932,1.3044625242607175,0.9803743193785193,0.18273704599609666,0.0714005391069627,0.019372325135495822,0.6171097190502781,-1.8944234592543832,0.4492485571316822,-0.13907986263832264,0.06714266098254502,0.05999095689861105,1.7495668424155593,-4.139417177297558,1.0662985170999226,-0.02089643367266437,-0.005998068540145634,-8.562571352539631e-06,2.9399393249356782,2.9399997488232414,2.939999154850423,2.939939022090286,0.9980500801697341,0.00019207153422044938,0.02097859776115482,0.9994653814301838,4.8849441540809516e-05,0.022694232892488914,0.9995994547658869,3.7774070201519065e-05,0.01999965820938602,0.9997345223598659,2.6822182135373473e-05,0.01999877979038905,0.9998958092252506,1.2360348039328472e-05,0.01999858830774417
0.631552,-4.845059047857423,3.9799972273587154,1.3295770517908632,0.9808799491166574,0.1792116838545846,0.07276828189457984,0.021504255002521542,0.7091882224878564,-2.1122781473685697,0.5053671170471823,-0.14017962761620997,0.06682698674746973,0.05999050625635115,1.789016754380416,-4.0552466084279555,1.0913457332973753,-0.05356184594753078,-0.00597087144626841,-1.8235219824049508e-05,2.939830194789702,2.9399997119726384,2.939999318254153,2.9398304210686907,0.9978520082167706,0.00019807195296350492,0.021039577720091136,0.9994164305399948,4.895089018892182e-05,0.022704723291907567,0.999561350156569,3.8104609317846165e-05,0.019999638659956433,0.9997071500698834,2.7372289982597872e-05,0.01999875331489459,0.9998829445060211,1.2864719229392642e-05,0.019998576400696383
0.684181,-4.805266351545,3.863193672190738,1.3576797931962965,0.981376515020656,0.17563247188197464,0.07412538108989077,0.023638030946152806,0.8033429477458328,-2.325702996149323,0.5628038947791304,-0.1429985508471701,0.06651274387679924,0.05998954654923362,1.8277072740421982,-3.9682288007911195,1.1158711285071292,-0.20224680617800583,-0.006147610632762656,-3.0508020725761646e-05,2.9393342800419973,2.9399996670312096,2.9399994173537674,2.9393350676372596,0.9976469253129158,0.00020508290385466528,0.021113207529160898,0.9993673664014033,4.906413859148607e-05,0.022716510100324386,0.999522886385271,3.8463771298081475e-05,0.019999615520566203,0.9996792031299083,2.7946939975053366e-05,0.01999872100107688,0.9998695758703832,1.3368635637928199e-05,0.01999856100780494
0.73681,-4.760464613268356,3.7352772416347784,1.3888391760003727,0.9818850759390179,0.17187609086798733,0.07546854604143644,0.025783010621956502,0.8995339285279254,-2.5345481573723516,0.6215314272466972,-0.15364266159871431,0.0661891993439135,0.0599879409330187,1.865515931970323,-3.8740719713623175,1.141607301240322,-0.43202932292270724,-0.006717514120911737,-4.931414038752698e-05,2.9385679176189283,2.9399996134333874,2.939999479825392,2.938569460691706,0.9974336937743822,0.0002132315385336378,0.021201945768071374,0.9993181783379106,4.918806349278595e-05,0.02272947636220946,0.9994840332909884,3.885309428255234e-05,0.01999958873377212,0.9996506535851881,2.854954472012281e-05,0.01999868251929442,0.9998557016930519,1.3874177331255396e-05,0.019998542012177437
0.78944,-4.710547835077232,3.5964975046178376,1.4231243539089953,0.9824476390448701,0.167684812652308,0.07678990441691551,0.027959055109318034,0.9977147530556838,-2.738437909215158,0.681613436840849,-0.17638006867082684,0.06583566118116439,0.059985345563619195,1.9026063127219601,-3.768505654695423,1.1725841294912858,-0.354907606104847,-0.007389646781722495,-8.197217213538637e-05,2.9388243202471824,2.939999551452566,2.9399995191866863,2.9388270750351557,0.9972110197691345,0.00022267400524767582,0.021308955509717214,0.9992688569896442,4.932134826643951e-05,0.022743484821421512,0.9994447594947766,3.927379621185854e-05,0.01999955820652697,0.9996214702348887,2.9183350299444506e-05,0.019998637471033108,0.9998413185848145,1.4383108237539434e-05,0.019998519272892826
0.842069,-4.655412240534053,3.4471304999224053,1.4606137377731654,0.9830759389729671,0.16295394125657608,0.07808439485653261,0.030174435590283023,1.0978476188937505,-2.936771778186588,0.7433257356685653,-0.1950586126603944,0.06544674913728164,0.059981031424398694,1.938462848185507,-3.651140349233593,1.2060704496714614,-0.33450624575355364,-0.007793232977186136,-0.00014659976438243956,2.9388911001749345,2.9399994823771705,2.939999542408556,2.938896144598309,0.9969774178102521,0.00023360195888244765,0.021438318069678955,0.9992193944841236,4.9462505520570454e-05,0.02275837972925074,0.9994050326749835,3.972681979308907e-05,0.01999952381700025,0.9995916187201971,2.9851514691584602e-05,0.019998585393694486,0.9998264216421997,1.4896942614754515e-05,0.019998492628698444
0.894698,-4.594956779852265,3.2874852964803143,1.5013967979631817,0.9837516065095826,0.1577488876663961,0.07935169064484734,0.03242425578879392,1.1998675896105204,-3.1289287915955866,0.8068003965696078,-0.21266344704156298,0.06503659662862474,0.05997331597930601,1.9729486769483766,-3.522478520573053,1.2414934445592727,-0.37763980087967663,-0.007781839173611786,-0.000297756606952738,2.938744619118553,2.9399994085725014,2.9399995533945087,2.9387548876651968,0.9967311665032903,0.0002462513069617333,0.021595325135745486,0.9991697845905402,4.960989358333504e-05,0.022773988081175874,0.9993648198022521,4.021287273140143e-05,0.019999485420274712,0.9995610615432862,3.0557176910960015e-05,0.019998525763221545,0.9998110046534453,1.5416988754455514e-05,0.019998461900782916
0.947328,-4.529083998099421,3.1179025226465265,1.5455690189483446,0.9844695655453993,0.15205321671195424,0.08058949369298268,0.03471001801160144,1.3037025258520745,-3.3143144211709457,0.872139345406082,-0.23253837085725249,0.06462704376803852,0.059957645253219886,2.0059170205442314,-3.3813756617419175,1.2790954975787947,-0.446497992406814,-0.006340014153398753,-0.0007535139405973232,2.9385072123500584,2.9399993330488625,2.9399995546088573,2.9385330533840333,0.9964702524335808,0.00026091406970950895,0.021786878586141742,0.9991200228662662,4.976172427390132e-05,0.022790119992022902,0.999324087330482,4.073247177021329e-05,0.019999442853019744,0.9995297580135283,3.1303529757752485e-05,0.01999845799396758,0.9997950602754081,1.594437803719759e-05,0.019998426894586762
0.999957,-4.457700428224628,2.9387553586397654,1.5932314991242074,0.9852325805805416,0.14578945006327007,0.08179447688321145,0.03703808858000946,1.4092725634144394,-3.4922739040241844,0.9394572645135277,-0.2560372540847945,0.06429337316977088,0.05991798833112495,2.0373235989224243,-3.2262491956868162,1.3195290864172136,-0.4464576108805419,0.00551373400133272,-0.003263148889473256,2.938464589181569,2.9399992580325587,2.939999547918888,2.9385758261301405,0.9961922982115141,0.00027795422206669415,0.022022030615619807,0.9990701067861286,4.991608013763711e-05,0.022806570163804878,0.9992828013507574,4.128597972449327e-05,0.019999395938691125,0.9994976641264578,3.20938870704816e-05,0.0199983814416399,0.999778580192437,1.6480082971116602e-05,0.019998387402272468
1.05259,-4.380716910880373,2.7504537794615866,1.6444923576244581,0.9860357936983664,0.1389088680424895,0.08297223481432338,0.03941200598771953,1.5164955076649342,-3.662069187321496,1.008903175680832,-0.2795340120602938,0.06458355721012149,0.05974625104224158,2.0685899060337647,-3.0556983082834646,1.3612256995430128,-0.5321810444846222,0.3011469782880381,-0.06136875264256511,2.937191802784133,2.9399991830732035,2.939999535129718,2.939278692430495,0.9958944692769562,0.00029782893455785806,0.022312700613208173,0.9990200358439761,5.007094215246887e-05,0.02282312057942548,0.9992409277135885,4.187363716885898e-05,0.019999344493832914,0.9994647323776003,3.29317488576134e-05,0.019998295411536277,0.9997615552654432,1.7024926993819327e-05,0.0199983432063686
1.10522,-4.298047719932043,2.553448367638168,1.6994655666046534,0.9868578424674017,0.13133953124977824,0.08433375696736807,0.0418246549168857,1.6253639762229526,-3.822888494342091,1.0805435510103276,-0.3075423355755792,0.08043271621523092,0.05651645566422872,2.10747180168033,-2.8648342221228664,1.4020474915350882,-0.8759107511457859,0.683804521722432,-0.13645252991217685,2.934771811690286,2.9399991023670577,2.9399995188304224,2.9394116141706648,0.9955733516345501,0.0003211176424062335,0.0226745987076374,0.998969811611862,5.0224232114159875e-05,0.02283954490593772,0.9991984321108067,4.2495602781781736e-05,0.01999928833478433,0.9994309115027736,3.38208748265186e-05,0.019998199172244945,0.9997439756763044,1.7579589138899363e-05,0.019998294083745476
