t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,mu_0,nu_0,tau_0,mu_1,nu_1,tau_1
0,7.760190212387645e-24,3.132035049874588e-14,0.22776364156204856,1.0808174616843986,-3.9052408445062736e-14,-1.2649754744031685e-20,-1.9052643893621634e-22,-1.5146970302581555e-23,3.395187337789793e-14,6.085323766091943e-13,-2.1360643236325896e-16,3.3807027949975203e-18,-4.6580826637389385e-17,1.1676340723169384e-21,1.6961145346731799e-12,-8.656196896074126,-1.9698476154906396e-13,-1.3021386205823944e-16,2.0922927514926797e-16,0.24500000987155823,0.24500000987155884,0.24500000987155893,0.24500000987155815,1.0,0,0,0.9999999999999943,0,0
0.0206431,1.4882608238299594e-23,6.335920127686789e-14,0.595899187895205,1.0808174617547757,-7.665902977587732e-14,-4.299996919504933e-21,-3.097425116242653e-20,8.956593749432976e-24,6.896490211294056e-14,-0.1786905686270755,-4.279978705867696e-15,6.926875691716815e-19,-4.226168988497364e-17,-1.2070555738316608e-11,0.00792314746208578,-7.304743480559302,-44.68987372883519,-6.807241302424e-08,1.3335915753801022e-08,0.45974730173277134,0.6087135472688442,0.6087135472688442,0.4597473012793502,0.9976379225597299,0.002362077440270012,0.01875953888039458,0.9996286878052717,0.0003713121947170554,0.03997834236924924
0.0412862,-1.2852146319984302e-15,8.440909943711289e-07,0.5906618444060738,1.0808052122696112,-0.0051457520636984415,-7.834689685923777e-12,1.5355486427850848e-12,-2.491734527703087e-13,0.00016355817028147572,-0.3294829757189823,-0.9225366571925783,-1.4052242955195141e-09,2.752943390731854e-10,-1.3209312896790417e-10,0.08652608752031385,-5.258066071387242,-1.6883211612000459e-06,-1.7778946435775674e-10,1.983591692511606e-15,0.9724270789724248,0.9724270846001615,0.9724270846001615,0.9724270789724248,0.9952797226257687,0.0023581999339612725,0.018726250911738053,0.9992575785384088,0.00037110926685735143,0.039978318311146906
0.0619292,-2.987048508466849e-14,1.958414153922712e-05,0.5827439032484844,1.080707218064087,-0.015436789830692061,-2.353065244513298e-11,4.606694264437752e-12,-2.9759825365366345e-12,0.0019497231530981093,-0.43802565646648745,-0.9225366920447278,-1.4088944177294776e-09,2.7529438002062824e-10,-3.6401420379565634e-10,0.23773516897170463,-3.562284068863591,-1.0933857447764058e-06,-1.7779455410605036e-10,3.165586845290912e-15,1.3361406216474443,1.336140625292063,1.336140625292063,1.3361406216474443,0.9929260306174202,0.0023536920083485607,0.018705974950930893,0.9988867746729231,0.0003708038654800638,0.03997828202163265
0.0825723,-1.623641016684242e-13,0.00010626720094119512,0.5729454245200923,1.0805112385145328,-0.025726428298426897,-3.926542030307802e-11,7.678007561887971e-12,-1.0490357018279302e-11,0.006857309364037814,-0.5115621729668538,-0.9225367146155776,-1.4125646450075245e-09,2.7529444536809205e-10,-6.965941111138988e-10,0.45353720228917727,-1.8712293123628496,-1.0321753536870772e-06,-1.778117835960248e-10,6.512897829847815e-15,1.6998541628181338,1.6998541662587179,1.6998541662587179,1.6998541628181336,0.9905774393695402,0.002348591247879993,0.0186909956174512,0.998516341717339,0.00037043295557844116,0.0399782378226749
0.103215,-5.190260780216536e-13,0.00033909493141638707,0.5619887315082017,1.0802172913856587,-0.036013734452367635,-5.503756174700396e-11,1.0749600434440192e-11,-2.4870205271741762e-11,0.016219714302818454,-0.5501901101398814,-0.9225367359228565,-1.4162352279553184e-09,2.752945798143657e-10,-1.1305602896207688e-09,0.7337952629613683,-0.18674631282231094,-1.21948559262537e-06,-1.7771668590913756e-10,9.48248934169091e-16,2.0635677031591153,2.063567707224067,2.063567707224067,2.0635677031591153,0.9882341541473814,0.0023432852221589055,0.018679014577009843,0.9981463071443916,0.0003700345729417766,0.039978190197835946
0.123858,-1.263167802500866e-12,0.0008237665000736614,0.5505933485761026,1.0798254033223165,-0.04629777557941257,-7.084562666018536e-11,1.3821583508274125e-11,-4.820845224621127e-11,0.031367508925458816,-0.5540451292929781,-0.9225367610967956,-1.4199038477939145e-09,2.752945993891447e-10,-1.6665668245014057e-09,1.0783256162828074,1.489324140395475,-1.7745103758822642e-06,-1.7775622804118833e-10,-4.346963851467907e-15,2.427281242272469,2.4272812481875032,2.4272812481875032,2.4272812422724694,0.985895846393337,0.0023383077540443664,0.01866916023150982,0.997776656347082,0.00036965079730398386,0.03997814417004249
0.144502,-2.6014464044048223e-12,0.0016934102540309094,0.5394754769963035,1.0793356098447044,-0.056577619333224166,-8.668816057127203e-11,1.6894066281365518e-11,-8.261152522405123e-11,0.05362747133767734,-0.523300891296393,-0.922536797728156,-1.4235732839039223e-09,2.7529450965442035e-10,-2.305194448370759e-09,1.4868978152179655,3.1551460905362254,-3.3481061683510944e-06,-1.7771797523901664e-10,-2.486187765499354e-14,2.790994777987636,2.79099478914799,2.79099478914799,2.790994777987637,0.9835615458401382,0.0023343005531987946,0.01866108001048204,0.9974073285348986,0.0003693278121778629,0.03997810531959695
0.165145,-4.784127860799239e-12,0.0031084954680060724,0.5293472860273689,1.078747955336569,-0.06685233390705689,-1.0256370884676753e-10,1.9967156457336628e-11,-1.30197839597696e-10,0.08432162250850626,-0.4581689568232952,-0.9225368668433809,-1.4272419303582588e-09,2.752939964286806e-10,-2.8395744598639432e-09,1.8258900174780568,3.814545735718952,-9.696605258109474e-06,-1.765923967370646e-10,-2.191127426951735e-13,2.9399999969315282,2.9400000292535493,2.9400000292535493,2.939999996931536,0.9812295439958141,0.0023320018443240284,0.018654610392247646,0.9970382126191345,0.0003691159157583954,0.03997807977505161
0.185788,-8.062202380605016e-12,0.00522898509764836,0.5207042062825995,1.078062492997518,-0.07712098862384723,-1.1847067779249114e-10,2.3040931048710482e-11,-1.8881540352162453e-10,0.1220136169711946,-0.3794249824480051,-0.922537067011183,-1.4308873414050642e-09,2.7528947326671285e-10,-3.2522876105687736e-09,2.0848377791804027,3.7773059226024746,-0.00010189504823722252,-8.5338451428455e-11,-1.8101185093206408e-11,2.939999689576155,2.9400000292266233,2.9400000292266233,2.9399996895767706,0.9788974810416301,0.0023320629541840787,0.01864969676101763,0.9966691554085754,0.0003690572105535046,0.0399780726904313
0.206431,-1.26382193339563e-11,0.008182752354181318,0.513678777196674,1.0772792840168437,-0.08738266375388795,-1.3439715194150828e-10,2.611263056692078e-11,-2.559526382045461e-10,0.1650510909024061,-0.301449752529578,-0.9225391704388578,-1.432648989920531e-09,2.749158090471978e-10,-3.376309763395564e-09,2.3062699826731095,3.0433884604743446,-88.21894627865252,1.1666020438785432e-07,-2.2874480143227714e-08,2.6459368745355554,2.940000029186596,2.940000029186596,2.6459368753132875,0.9765625962127147,0.0023348848289154716,0.01864628090276465,0.9962999801627279,0.00036917524584184554,0.039978086933130416
0.227074,-1.8638649988176806e-11,0.012064058024876739,0.5081082793923801,1.0754332533781343,-0.1077483185423984,-1.3740914688681773e-10,2.4112870171910605e-11,-3.2565007216171246e-10,0.2126596076171451,-0.2386248398010176,-2.7436499727378423,9.755769906763197e-10,-1.9728392403764272e-10,-3.4030961173217877e-09,3.1051469306931962,3.5792198167383398,-2.21117372117428e-05,3.7041425051986066e-10,1.6565034871370235e-12,2.9399999554159826,2.940000029121745,2.940000029121745,2.939999955415926,0.9742219574290234,0.0023406387836911956,0.018644292418732927,0.9959305028632057,0.00036947729951667313,0.039978123316156994
0.247717,-2.6095751613610384e-11,0.017088706577705157,0.5039518710967127,1.0719511771025454,-0.13815591381476341,-1.2738618617059227e-10,1.6933605978956927e-11,-3.9590045897704567e-10,0.2767594054128402,-0.16473871729535733,-2.7436504291922117,9.832234818372602e-10,-1.9724972870294735e-10,-3.1250706040149304e-09,3.8575836638538554,3.3819917465438682,-6.514925600263568e-06,3.773827991270135e-10,2.6963666755695635e-13,2.9400000072832513,2.9400000289996653,2.9400000289996653,2.940000007283242,0.9718721062159282,0.0023498512130951357,0.018643771853272446,0.9955605104502502,0.0003699924129498118,0.03997818515283839
0.26836,-3.494436134955752e-11,0.023597289541858777,0.5012801313021864,1.0676095080937102,-0.16845272581532672,-1.1717566372283603e-10,9.729970317690101e-12,-4.6041154276331564e-10,0.3563918151995835,-0.0949239897031347,-2.7436505636803448,9.910138253074852e-10,-1.972441625715357e-10,-2.8316534425038487e-09,4.597649395174036,3.142486531747596,-4.225560609357715e-06,3.7799261264795574e-10,1.6163941314179716e-13,2.940000014618372,2.940000028703571,2.940000028703571,2.940000014618366,0.9695086800485735,0.0023634261673548054,0.0186448690132975,0.9951897385659891,0.00037077188425541313,0.03997827822475677
0.289003,-4.506269105573574e-11,0.03190789703339738,0.4999999899776342,1.062411728016144,-0.1986144576146364,-1.0678526866479334e-10,2.505026391124403e-12,-5.188655924888984e-10,0.451301461391548,-0.03005338752014942,-2.7436506509089322,9.988167572072622e-10,-1.9724082583613173e-10,-2.523775793506414e-09,5.322970778449302,2.861472361325738,-7.528969812795572e-07,3.787462390557732e-10,1.374029408895254e-14,2.9400000255110523,2.9400000280207084,2.9400000280207084,2.940000025511052,0.9671265066980782,0.0023821733504952826,0.018647745966197032,0.9948178801442606,0.00037185842172283464,0.039978406966736324
0.309646,-5.6322589703915903e-11,0.04233284019839383,0.4999999900329834,1.056362004981448,-0.22861692199927847,-9.62236010634874e-11,-4.737917141567704e-12,-5.709640991477496e-10,0.5611839752263519,0.029016216544609976,-2.743650666451045,1.0066352462775798e-09,-1.972405421941359e-10,-2.2024214374457835e-09,6.03122172512004,2.539850407258364,2.2333153554144547e-07,3.7880042666840485e-10,3.912489567136883e-15,2.940000027642768,2.9400000268983297,2.9400000268983297,2.940000027642768,0.964719556912322,0.0024069497857561704,0.01865261280789513,0.9944445853471557,0.00037329479709933075,0.039978575403682354
0.330289,-6.85899520848406e-11,0.0551776496456115,0.5011522655953561,1.0494651903082695,-0.25843605962997285,-8.549952991284227e-11,-1.1995507411142816e-11,-6.164288619922128e-10,0.6856869703084213,0.08144655274780874,-2.7436506618407943,1.0144548539471426e-09,-1.9724046142829914e-10,-1.8686199866639184e-09,6.720130914402309,2.1786521076919714,1.1646772099294565e-06,3.7881228451017084e-10,3.739346621935289e-15,2.940000028104404,2.9400000242221465,2.9400000242221465,2.940000028104404,0.9622808708858114,0.0024386860265107287,0.0186597399578751,0.9940694610131934,0.00037512433395681794,0.03997878709398804
0.350932,-8.172514789323677e-11,0.07074009562183024,0.5033112903573009,1.0417268145730352,-0.2880479584692373,-7.462220413474082e-11,-1.9264333701375945e-11,-6.550029346450042e-10,0.8244111731845875,0.126420643406715,-2.743650637798269,1.0222747063990865e-09,-1.9724038423666612e-10,-1.523441804856313e-09,7.387489046869336,1.7790358022575226,3.73296420395795e-06,3.7883203171885233e-10,6.932088359733772e-15,2.9400000282677206,2.9400000158245065,2.9400000158245065,2.9400000282677206,0.9598024552730164,0.0024784156127949466,0.018669474960938154,0.993692069702595,0.00037739131059271743,0.03997904505668948
0.371575,-9.558346935898397e-11,0.08930923307850383,0.5063149154375421,1.0331530832739064,-0.3174288724947497,-6.360096707956648e-11,-2.6540957507114283e-11,-6.864514663326814e-10,0.9769117036559504,0.1631454225367486,-2.7436505607383888,1.0300949664942472e-09,-1.9724024113700865e-10,-1.1679937756243923e-09,8.031155884289973,1.3422829945744554,1.7181415902964595e-05,3.7882356048160904e-10,1.822671303279936e-14,2.940000028321723,2.939999971050337,2.9399999710503373,2.940000028321723,0.9572751429614397,0.002527312311576714,0.018682262452770403,0.9933119281981201,0.00038014150446937504,0.03997935171139797
0.392219,-1.1001559527494174e-10,0.11116447467598918,0.509984889372683,1.0237508722819035,-0.3465552395600887,-5.244534682789473e-11,-3.382191357860833e-11,-7.105624557689978e-10,1.1426995004136937,0.19085427833559965,-2.7436502060610386,1.0379150517169763e-09,-1.9723986488150578e-10,1.1765550053895982e-08,8.59162915052859,0.8145934206823254,10.169078634875623,1.2966124502758864e-05,2.5517189298945244e-06,2.940000028322696,2.9061030561605214,2.906103142918966,2.940000028322696,0.9546884075282048,0.0025867354332347985,0.01869867350390486,0.9929285054359526,0.0003834227621619111,0.03997970881930912
