t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,mu_0,nu_0,tau_0,mu_1,nu_1,tau_1
0,0.0,0.0,5.0,1.0,8.1995572464662e-26,7.959283084763606e-30,9.62938041246127e-25,-1.0521052299439276e-29,2.1794732182672182e-29,0.0,3.1026741959070827e-27,-3.4738227930673615e-29,-7.404697696568834e-28,4.444785198898663e-05,1.9525255058158943e-07,-9.76291171647271,-0.02509394268028939,5.712783939612985,0.004918904400595415,7.772625851407394e-07,7.755757443014696e-07,0.01912701019000612,0.018959769127245778,1.0,0,0,1.0,0,0
0.0350091,1.3619266783176981e-08,5.981501961744108e-11,4.994017096870586,0.9999984679294042,-7.687794192323323e-06,0.0017504519491864216,1.507200156988007e-06,1.5560805740892009e-06,6.835621687110182e-09,-0.3417910335085554,-0.0008785170707862698,0.1999995886101135,0.00017220655759619128,0.0020028069336155657,5.229316534257914e-06,-9.635232694782253,-0.003636855664642597,24.866918430144782,0.0006969167989156628,9.088899780470993e-07,9.066763363409966e-07,0.08290248273294995,0.08287878977543123,0.9990184279156751,0.0009815720843248216,0.039186169197538784,0.999799604696114,0.00020039530388615522,0.03939853939650576
0.0700183,9.18907604725898e-07,2.943022221283699e-09,4.976146637117333,0.9999171714938302,-2.419167041417315e-05,0.012870470027593407,4.640625774530289e-06,7.167260642605975e-05,1.8990943764425623e-07,-0.6791121357047841,-0.0010058402190886641,1.0705687381878461,0.00019660500755543344,0.008212103211579716,1.1502431128633115e-05,-9.63543867540185,-0.014869557882674345,24.866918651652313,0.0028638011116569333,1.2198265104074756e-06,1.216488015511571e-06,0.08293963062014618,0.08284226472085585,0.9980299694775,0.0009884584381750637,0.03919715181991782,0.9995984912520867,0.00020111344402721647,0.03940276303907904
0.105027,7.569296297229935e-06,1.5879923797028303e-08,4.946466774206195,0.9992305940706564,-4.63989599273391e-05,0.03922006981363396,8.58840507784138e-06,0.00035917118528024295,5.925995302611028e-07,-1.0164404491030496,-0.001526410485842111,1.9411378955203644,0.0002968641894616503,0.019432693783681496,2.0952942580785395e-05,-9.636402835534614,-0.02795646629988985,24.866918418811395,0.005352805897832399,2.239874448250387e-06,2.233008357876722e-06,0.0829829604797582,0.08280097194534301,0.9970299965562491,0.0009999729212508697,0.03921511893516892,0.9993961792220383,0.00020231203004845752,0.039409712348524424
0.140037,3.065416562917697e-05,4.825005298545483e-08,4.904976872266367,0.9967351559647246,-8.166132662263053e-05,0.08074038749185318,1.4892185771584118e-05,0.0010394928644134299,1.3261437953033234e-06,-1.3538025169075636,-0.0025051420146506827,2.811707044701325,0.00048426126045061446,1.0039825334118717,0.0007803020647586703,-5.224417546786615,0.21284737352679076,24.866917598285827,0.014911834365775192,1.131025336390444,1.1300566090661888,1.213199832941594,1.2136615578974705,0.9960137683817082,0.0010162281745409397,0.03923950853773126,0.9991921792420501,0.00020399997998823245,0.03941929554305766
0.175046,0.0006292088370336509,5.922366985662639e-07,4.854391590458676,0.990539039454387,-5.9995382432353794e-05,0.137231115949904,2.0313845869388012e-05,0.03618804666526257,2.8643839264445914e-05,-1.536704823581456,0.004946459094735085,3.6822761651564004,0.001006311590045126,3.548273178835432,0.0005700317491884977,0.0766978256647493,-0.06981218191971869,24.866914301948135,-0.013255979323389492,2.584525246384292,2.5849759449415215,2.667640301292179,2.667640306031893,0.9949771863350962,0.001036582046611944,0.03926849947727181,0.998986078342284,0.00020610089976604013,0.03943090221832131
0.210055,0.003925317396970694,2.0792679757811246e-06,4.800692493552977,0.978084713832372,4.9963581574141685e-06,0.20820719645794147,2.1111461903182534e-05,0.16040999931475516,4.860015417806863e-05,-1.5340196995259365,0.0025023954277895374,4.552845170209565,0.0005422313028635186,5.153012661397665,-0.0003798522769149055,-0.4631437843422137,-0.024075933282709287,24.866909977917675,-0.004403928722302063,2.6282052208604862,2.6283549530798984,2.7111697841335913,2.7111697854907204,0.9939172226929073,0.0010599636421889796,0.03929982105826553,0.9987776081286532,0.00020847021363077777,0.03944358095225864
0.245064,0.012532762267829728,3.61712997882899e-06,4.746796271058046,0.9562021272052947,4.0404686304668994e-05,0.2927070064342539,2.216084173512445e-05,0.34081248316084606,3.530185689978181e-05,-1.5502339599136747,0.0016595179790981026,5.423414023882191,0.0003880535951050934,6.930632596803809,-0.0007985316613223495,-1.4738334294920734,-0.06006879930126804,24.866895400620713,-0.011633998004029283,2.671611134227513,2.6720066895923673,2.754698562572525,2.7546985631397622,0.9928302810143015,0.0010869416786057318,0.0393335422868457,0.9985664949182576,0.0002111132103957227,0.0394572329916383
0.280073,0.028537586779192457,4.3698328301498375e-06,4.6917662785335414,0.9212125260963944,4.901782774794707e-05,0.3890595247358932,2.68389916946395e-05,0.5834478922399627,7.3459591370108725e-06,-1.6018315842408108,-0.00044343835104641795,6.2939823672163495,-1.9242539195124445e-05,8.814832845887867,-0.000577186948585018,-2.939941256992158,8.426665152173399e-05,0.0008602031385511561,-1.195944339788231e-07,2.7982241935247183,2.7982241972955446,2.7982270625881145,2.7982270628834987,0.9917106430273587,0.001119637986942802,0.03937126508028986,0.9983523122787273,0.00021418263953030154,0.03947246930213827
0.315082,0.054211247430123725,4.232071865398258e-06,4.634084086322324,0.8728498272211296,3.852607025991174e-05,0.48798871578807307,3.4759067195956194e-05,0.8920475104786182,-1.2860853073700996e-05,-1.704756366300075,-0.00044048824899178986,6.2940124821788,-1.9246726092064476e-05,10.258449797370531,-0.00016641800155838397,-4.958297562346512,8.524132102883357e-05,-0.0007600172270882575,-9.748024861615668e-08,2.841755581725394,2.8417555819272633,2.8417530468613403,2.841753049973799,0.9905496457228621,0.0011609973044965885,0.03941459030282739,0.9981344309426459,0.00021788133608140311,0.03948999567239973
